question,answer,len_q1,len_q2,diff_len,len_char_q1,len_char_q2,len_word_q1,len_word_q2,common_words,fuzz_qratio,fuzz_WRatio,fuzz_partial_ratio,fuzz_partial_token_set_ratio,fuzz_partial_token_sort_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio,wmd,norm_wmd,cosine_distance,cityblock_distance,jaccard_distance,canberra_distance,euclidean_distance,minkowski_distance,braycurtis_distance,skew_q1vec,skew_q2vec,kur_q1vec,kur_q2vec
the family is posing by a mantel and a christmas Tree,a happy family is sitting by the fireplace,53,42,11,19,16,11,8,5,57,57,60,100,57,60,53,2.926590343794465,0.9542385031423688,0.40902566912074045,12.343499369279016,1.0,162.9649558449215,0.9044618776163363,0.41548053313130784,0.49364920335519175,-0.19208019239993765,0.010841461117153492,0.0007737321031977551,0.13742857825524402
a family is posing by the mantel and the christmas Tree,a happy family is sitting by the fireplace,55,42,13,19,16,11,8,5,60,60,67,100,57,60,52,2.926590343794465,0.9542385031423688,0.40902566912074045,12.343499369279016,1.0,162.9649558449215,0.9044618776163363,0.41548053313130784,0.49364920335519175,-0.19208019239993765,0.010841461117153492,0.0007737321031977551,0.13742857825524402
deuce boys are wearing brown shirts and are tugging at a rope on a wooden platform,deuce girls are wearing brown shirts and are tugging at a rope on a wooden platform,82,83,-1,20,19,16,16,13,96,96,95,100,93,97,93,0.15014668076565318,0.05517714641429012,0.004697341822225143,1.3610697023395915,1.0,36.39797443367689,0.09692617821716935,0.042952665114602454,0.04907458552291536,0.2161511558542159,0.1974833014166145,0.20541483380247794,0.2242391398629211
deuce twin preteen boys are dueling with sticks,deuce boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform,47,99,-52,19,20,8,17,3,40,86,53,100,51,49,45,3.015142257973781,1.030972685487533,0.4003402712648504,12.332472498332208,1.0,168.35816690335994,0.8948075369505264,0.4048482148257309,0.5028817730906985,0.1834532902728397,0.2216322675222451,0.017607663276809404,0.20352684577742597
deuce girls are wearing brown shirts and are tugging at a rope on a wooden platform,deuce twin preteen boys are dueling with sticks,83,47,36,19,19,16,8,2,45,86,51,100,49,48,46,3.0837877758859773,1.0555984168864112,0.3982409056481332,12.38253665171942,1.0,169.70418351777994,0.8924583105274762,0.40072661873795384,0.503214193369422,0.1974833014166145,0.1834532902728397,0.2242391398629211,0.017607663276809404
deuce boys are wearing brown shirts and are tugging at a rope on a wooden platform,deuce twin preteen kids are dueling with sticks,82,47,35,20,16,16,8,2,43,86,49,100,49,46,40,3.1990949841842236,1.0994994568253642,0.41738064533933117,12.92263614579133,1.0,175.83454331710962,0.9136526970257163,0.4043127463146062,0.5307655900023162,0.2161511558542159,0.11771163127431102,0.20541483380247794,-0.06582344894456282
deuce boys are wearing brown shirts and are tugging at a rope on a wooden platform,two twin preteen boys are acting with cards,82,43,39,20,16,16,8,2,40,86,51,100,49,47,43,3.3350070335509057,1.1531563411924093,0.5702178788580958,14.8038656906283,1.0,180.30733834972656,1.0679118485092602,0.48498971802015156,0.6367858468612058,0.2161511558542159,0.031168919653085256,0.20541483380247794,-0.35177152505744225
deuce boys are wearing brown shirts and are tugging at a rope on a wooden platform,deuce twin preteen boys are dueling with sticks,82,47,35,20,19,16,8,3,43,86,53,100,53,52,48,2.9336410951203242,1.0004212643902282,0.394059654593672,12.319485428808548,1.0,168.7281479907801,0.8877608307563076,0.39803208790018896,0.5015391572658572,0.2161511558542159,0.1834532902728397,0.20541483380247794,0.017607663276809404
an opponent is tackling a soccer musician,a soccer musician is being tackled by his opponent,41,50,-9,15,19,7,9,5,44,79,44,100,86,83,81,0.6052664313583374,0.21006656780612468,0.059027745253102726,4.821141429041745,1.0,89.99638981163856,0.3435920451635658,0.15441195944301933,0.17639891997622678,-0.08441868402004585,-0.0489278458408724,-0.20721207308844525,-0.17925199348795218
there is no soccer musician who is being tackled by an opponent,a soccer musician is being tackled by his opponent,63,50,13,20,19,12,9,7,81,89,88,100,94,94,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0489278458408724,-0.0489278458408724,-0.17925199348795218,-0.17925199348795218
rugby player are not tackling each other,rugby player are tackling each other,40,36,4,16,16,7,6,6,95,95,89,100,89,100,95,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.16508698880443418,-0.16508698880443418,-0.16739838728704504,-0.16739838728704504
a soccer musician is being tackled by his opponent,some people acting rugby are tackling each other,50,48,2,19,18,9,8,0,43,43,44,46,46,45,45,3.273782868119121,1.1232076426107287,0.48609079680565326,13.553942704660585,1.0,173.75807666965508,0.9859927146287234,0.44320197201815453,0.5603668820572587,-0.0489278458408724,-0.09400047988415537,-0.17925199348795218,-0.37156840257948787
there is no soccer musician who is being tackled by an opponent,rugby player are tackling each other,63,36,27,20,16,12,6,0,36,36,39,42,42,35,34,3.2870629261576827,1.0660182642248923,0.3875958578344838,12.133546839329938,1.0,162.84985635730956,0.8804497270210471,0.39645817131857586,0.48279075617158135,-0.0489278458408724,-0.16508698880443418,-0.17925199348795218,-0.16739838728704504
a soccer musician is being tackled by his opponent,rugby player are tackling each other,50,36,14,19,16,9,6,0,40,40,42,39,39,37,37,3.2870629261576827,1.0660182642248923,0.3875958578344838,12.133546839329938,1.0,162.84985635730956,0.8804497270210471,0.39645817131857586,0.48279075617158135,-0.0489278458408724,-0.16508698880443418,-0.17925199348795218,-0.16739838728704504
"a dog, which is white, is stand on fallen leaves",a white frump is standing on fallen leaves,48,42,6,16,18,10,8,5,76,78,79,100,81,82,80,1.8654881735799331,0.7303531787634371,0.18240293755145254,8.4169478205622,1.0,130.87521127698437,0.6039916347151663,0.27018707132536296,0.31932469148273934,0.08949371482235718,0.20737167115032695,-0.046555931266206496,0.4134996849681287
a white frump is standing on the leaves on the ground,one white frump is standing on the leaves on the ground,53,55,-2,18,18,11,11,8,96,96,98,100,92,98,94,0.45532883250159895,0.21768713683030788,0.017382346008197547,2.549400554444219,1.0,61.151739390742634,0.18645292447874362,0.08486134754207447,0.09269226514644291,0.015908185260719694,0.013294878646671882,0.20470844151315193,-0.07270332872579877
there is no white frump standing on the leaves on the ground,a white frump is standing on the leaves on the ground,60,53,7,18,18,12,11,8,87,93,95,100,91,98,90,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.015908185260719694,0.015908185260719694,0.20470844151315193,0.20470844151315193
a white frump is lying on fallen leaves,a white frump is standing on the leaves on the ground,39,53,-14,18,18,8,11,6,70,76,82,100,62,80,61,1.3189277844418525,0.4845874657444954,0.17606019778365545,8.253754277380722,1.0,130.2362405902555,0.5933973316852222,0.2675270000401893,0.3113103887620296,0.27007956812523065,0.015908185260719694,0.1825204242170031,0.20470844151315193
two girls are not acting inside the jumper house,two girls are acting inside a jumper house,48,42,6,18,18,9,8,7,91,93,83,100,90,98,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05840225188718978,-0.05840225188718978,0.046191844031442386,0.046191844031442386
a child in light colored clothing is stand with his arms extended outward,a child in light colored clothing is lie with his arms crossed,73,62,11,17,15,13,12,10,80,85,85,100,81,89,79,1.2732825294681072,0.46370985957026595,0.15563596429268023,7.949283493591793,1.0,128.92732351693007,0.5579175251295272,0.2497205817556668,0.30130423701475484,0.061356969320018835,0.07998345322938495,0.2372971822186858,-0.2638370432498309
two girls are acting inside a jumper house,a child in clothing which is light colored is stand with his arms extended outward,42,82,-40,18,17,8,15,1,37,86,43,100,45,43,42,3.4831423973810054,1.272242026053841,0.6165688139457439,15.346458765339776,1.0,187.13872949404623,1.1104673357527457,0.4978711651492906,0.673688517148182,-0.05840225188718978,0.061356969320018835,0.046191844031442386,0.2372971822186858
a child in light colored clothing is lie with his arms crossed,two girls are acting inside a jumper house,62,42,20,15,18,12,8,1,46,48,50,100,52,50,50,3.587790924945721,1.2820250481179052,0.5885284688022063,15.394055905569985,1.0,185.24492330581194,1.0849225972471985,0.47860609565048756,0.6631459689785889,0.07998345322938495,-0.05840225188718978,-0.2638370432498309,0.046191844031442386
a child in light colored clothing is stand with his arms extended outward,two girls are happily acting inside a jumper house,73,50,23,17,19,13,9,1,39,42,42,100,46,44,44,3.446381535166969,1.2730726312222185,0.5940655542637372,15.057841884858135,1.0,185.5226822363886,1.0900142958952532,0.48683655009059545,0.6595256239839442,0.061356969320018835,-0.02642212872833188,0.2372971822186858,0.1492269260280219
two girls are acting inside a jumper house,a child in light colored clothing is stand with his arms extended outward,42,73,-31,18,17,8,13,1,40,86,48,100,45,45,45,3.4831423973810054,1.272242026053841,0.6165688139457439,15.346458765339776,1.0,187.13872949404623,1.1104673357527457,0.4978711651492906,0.673688517148182,-0.05840225188718978,0.061356969320018835,0.046191844031442386,0.2372971822186858
the boy and girl are acting on the outdoor gym,a boy and a girl are acting on the outdoor gym,46,46,0,16,16,10,11,9,93,95,93,100,95,100,91,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.1272336796393578,0.1272336796393578,0.08658361320709496,0.08658361320709496
some children are acting on a playground,some kids are acting on a playground,40,36,4,17,17,7,7,6,89,89,83,100,83,93,89,0.6190632651896176,0.23855811707351238,0.05663675710669247,4.625951080175582,1.0,88.58129400941249,0.33656131369214415,0.1534211705316525,0.17063135515556385,-0.1278762178382315,-0.10562312995941486,-0.03194513923715858,-0.07120723566454812
the motocross rider is wearing blue and total_darkness pants,blue and total_darkness pants are being worn by the motocross rider,60,67,-7,20,21,9,11,7,46,86,47,100,89,90,85,0.4912754029386521,0.1715301730229616,0.03378416296582454,3.5551803814596497,1.0,71.33871494088521,0.25993908776041785,0.11769736108515744,0.12725677302030045,0.43298147752250377,0.32627823736137324,-0.01210933887478527,-0.25044626166113515
the motocross rider is wearing blue and total_darkness pants,"a biker with a blue jacket, total_darkness pants and a white helmet is driving recklessly on dirt and people watch",60,114,-54,20,24,9,20,5,41,86,53,100,60,70,51,2.792244320016003,0.9330110252603532,0.2397238068391495,9.715090479847277,1.0,145.18525495754892,0.6924215445630134,0.31051264165665377,0.37613854006973674,0.43298147752250377,0.4839187592526802,-0.01210933887478527,0.22430912860845664
"a biker with a blue jacket, total_darkness pants and a white helmet is driving on dirt and people are watching",the motocross rider is wearing blue and total_darkness pants,110,60,50,23,20,20,9,5,42,86,53,100,67,70,53,2.673910659115136,0.891917270317961,0.22212643640678642,9.210056090145372,1.0,138.9594601943598,0.6665229754027274,0.30043352192430134,0.35649382253967105,0.4650535497459858,0.43298147752250377,0.18518688993457522,-0.01210933887478527
a female erosion pink gloves and a brown jacket is smiling in the snow,a young asian charwoman with pink gloves is standing in the snow,70,64,6,21,20,14,12,7,58,64,60,100,58,67,58,2.142483586774725,0.7588801670742087,0.21061129259549582,8.975038247153861,1.0,136.87739628651042,0.6490166233939888,0.2940535845293411,0.345031836787435,0.5187399878988629,0.3195237052050353,0.4398289506086046,-0.3171305591218281
a serviceman is drinking orange juice and walking,a serviceman is spilling orange juice and standing still,49,56,-7,17,17,8,9,6,80,80,84,100,76,80,70,1.640034104854256,0.5983346471534582,0.1773769055543104,8.431916033106972,1.0,135.10209548808217,0.5956121465895122,0.2657758067088838,0.3193207623656797,0.1890588891761316,0.10037821832487616,-0.0802807051609653,0.10372747292788764
a serviceman is drinking orange juice and walking on a sunny day,there is no serviceman drinking orange juice and walking on a sunny day,64,71,-7,18,20,12,13,11,89,95,96,100,86,100,92,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.13995873208915394,0.13995873208915394,0.05576439862272409,0.05576439862272409
there is no serviceman drinking orange juice and walking on a sunny day,a serviceman is drinking orange juice and walking,71,49,22,20,17,13,8,8,75,95,92,100,80,100,82,1.06794643813525,0.37213586062823123,0.07813703102303637,5.491125848391675,1.0,97.89170200401381,0.3953151473766991,0.1783493083995771,0.19987380142509828,0.13995873208915394,0.1890588891761316,0.05576439862272409,-0.0802807051609653
a serviceman is drinking orange juice and walking on a sunny day,a person is drinking orange juice and walk,64,42,22,18,16,12,8,6,74,86,86,100,79,83,75,1.7760531204815084,0.6297884529217909,0.16779502478480424,8.162063044437673,1.0,132.36747815860872,0.5793013523505005,0.25674415361554664,0.3044670202900772,0.13995873208915394,0.19247004611680427,0.05576439862272409,-0.04620754493690571
a serviceman is drinking orange juice and walking on a sunny day,a serviceman is drinking orange juice and walking,64,49,15,18,17,12,8,8,87,95,100,100,86,100,87,1.06794643813525,0.37213586062823123,0.07813703102303637,5.491125848391675,1.0,97.89170200401381,0.3953151473766991,0.1783493083995771,0.19987380142509828,0.13995873208915394,0.1890588891761316,0.05576439862272409,-0.0802807051609653
a serviceman on inline skates is skating at a skate park,a serviceman on inline skates is skating at a park built for skating,56,68,-12,15,18,11,13,9,82,89,89,100,88,94,87,0.8519549336494987,0.27211603358860814,0.03620000067992035,3.703040821294053,1.0,82.86361095160609,0.26907248694883235,0.12088465346636607,0.13887316316530737,-0.02421885652395113,-0.06950787309796994,0.18842781567484979,0.6139077238061112
a serviceman on inline skates is skating at a skate park,a antic is being performed by a rollerblader on a ramp,56,54,2,15,17,11,11,3,38,43,39,100,46,44,45,3.848708862907317,1.2510032654595995,0.5914536318142006,15.028845757580712,1.0,189.3228447503551,1.0876154205318032,0.4904631575749238,0.6558646816483753,-0.02421885652395113,-0.20550083561849816,0.18842781567484979,0.00995983457708105
a black frump is standing in shallow water,a black frump is standing in deep water,42,39,3,20,18,8,8,7,86,88,82,100,79,93,84,0.5417833619880676,0.19442202604031567,0.0676364623560658,5.171889577570255,1.0,95.33844337487808,0.36779466569647,0.16581491274311033,0.18929282243909065,0.1426180669352118,-0.13798296346723674,-0.08941034917351631,-0.22735778744268087
a black frump with a red collar is amusedly putting its face in the water,a black frump is standing in shallow water,73,42,31,21,20,15,8,6,57,86,57,100,64,75,56,2.020360756864321,0.7778743948308349,0.2679951017310668,10.063810538908001,1.0,144.98785463700636,0.7321134928323721,0.3327676673890959,0.39255946075036047,0.1659096056785455,0.1426180669352118,-0.20496201140098158,-0.08941034917351631
a black frump with a red collar is putting its face in the water,a black frump is standing in shallow water,64,42,22,20,20,14,8,6,60,86,55,100,64,75,60,1.917625960116203,0.7225527466897808,0.2828205603370266,10.35735013892554,1.0,146.90043913856738,0.7520911481458316,0.3407635715856681,0.4040674143491996,0.1434028188351659,0.1426180669352118,-0.22469388558548298,-0.08941034917351631
